Date,State,AQI,AQI_Category,PM2.5,PM10,NO2,SO2,CO,O3,Year,Month,Day
03-02-2025,Assam,180,Moderate,79.1,124.4,27.9,8.9,0.98,58,2025,February,3
03-02-2025,Bihar,120,Moderate,48.6,86.5,18.4,6.6,0.73,60.1,2025,February,3
03-02-2025,Chhattisgarh,139,Moderate,55.6,94.6,24,6.7,0.81,56.1,2025,February,3
03-02-2025,Goa,119,Moderate,44.9,93,19.4,5.3,0.72,59.8,2025,February,3
03-02-2025,Gujarat,125,Moderate,57.2,92.2,19.8,6,0.68,62.2,2025,February,3
03-02-2025,Haryana,101,Moderate,41.8,82.5,16.6,4.1,0.47,62.9,2025,February,3
03-02-2025,Himachal Pradesh,205,Poor,90.7,143,32.1,10.3,1.23,54.8,2025,February,3
03-02-2025,Jharkhand,165,Moderate,67.2,115.6,23.5,9.2,0.96,52.5,2025,February,3
03-02-2025,Karnataka,113,Moderate,45.7,74.6,16.9,5.9,0.7,61.3,2025,February,3
03-02-2025,Kerala,159,Moderate,72.6,113.9,24.9,7.1,0.8,58.7,2025,February,3
03-02-2025,Madhya Pradesh,128,Moderate,57.3,94.2,21.3,7.3,0.8,61.6,2025,February,3
03-02-2025,Maharashtra,149,Moderate,62.7,112.8,26.3,8.2,0.74,58.3,2025,February,3
03-02-2025,Manipur,181,Moderate,77.3,138,28.6,9,0.91,59.4,2025,February,3
03-02-2025,Meghalaya,158,Moderate,68.4,109.7,27.9,7.9,0.78,52.4,2025,February,3
03-02-2025,Mizoram,184,Moderate,80.3,138.2,26.8,8.5,1.09,54.9,2025,February,3
03-02-2025,Nagaland,163,Moderate,69.2,127.3,26.7,7.2,0.88,56.6,2025,February,3
03-02-2025,Odisha,184,Moderate,81.4,131.9,27.6,8.8,1.01,55.9,2025,February,3
03-02-2025,Punjab,207,Poor,83.3,150.8,30.8,10.8,1.16,49.6,2025,February,3
03-02-2025,Rajasthan,108,Moderate,46.6,71.8,16.6,5.9,0.57,56.6,2025,February,3
03-02-2025,Sikkim,154,Moderate,63.5,104.7,24.1,6.9,0.85,53.2,2025,February,3
03-02-2025,Tamil Nadu,145,Moderate,57,111.6,22.8,8.2,0.86,59.3,2025,February,3
03-02-2025,Telangana,122,Moderate,47,89.1,22.4,6.9,0.61,56.4,2025,February,3
03-02-2025,Tripura,165,Moderate,73.3,124.1,24.1,8,1.01,60.9,2025,February,3
03-02-2025,Uttar Pradesh,176,Moderate,78.6,128.3,25.2,9.4,0.89,59.4,2025,February,3
03-02-2025,Uttarakhand,153,Moderate,65.3,107.5,23.3,7.8,0.9,55.8,2025,February,3
03-02-2025,West Bengal,128,Moderate,52.6,83.4,19.5,6.2,0.75,64.7,2025,February,3
04-02-2025,Andhra Pradesh,169,Moderate,67.8,118.3,27.3,9.2,0.98,53.2,2025,February,4
04-02-2025,Arunachal Pradesh,87,Satisfactory,42.4,67.1,15.1,4.8,0.48,64.6,2025,February,4
04-02-2025,Assam,196,Moderate,83.5,144.6,33.5,10.5,1.08,52.3,2025,February,4
04-02-2025,Bihar,145,Moderate,59.5,108.3,24.5,6.5,0.71,62.6,2025,February,4
04-02-2025,Chhattisgarh,143,Moderate,56.6,112.8,22.7,7.2,0.88,61.8,2025,February,4
04-02-2025,Goa,142,Moderate,57.3,95.6,24.1,7.1,0.8,55.6,2025,February,4
04-02-2025,Gujarat,142,Moderate,60.3,104.7,23.8,6.7,0.77,59.3,2025,February,4
04-02-2025,Haryana,130,Moderate,58,88.5,20.1,6.9,0.74,57,2025,February,4
04-02-2025,Himachal Pradesh,179,Moderate,78.6,119.2,27,9.2,1,55.3,2025,February,4
04-02-2025,Jharkhand,205,Poor,87.4,141.1,33,11.1,1.21,53.4,2025,February,4
04-02-2025,Karnataka,116,Moderate,46.2,87,20,6.3,0.55,56.6,2025,February,4
04-02-2025,Kerala,174,Moderate,70.1,134.2,29.2,7.7,1.06,55.7,2025,February,4
04-02-2025,Madhya Pradesh,119,Moderate,55.1,77.7,22,6.6,0.65,59.2,2025,February,4
04-02-2025,Maharashtra,170,Moderate,75.1,122,29.6,7.6,0.89,52.3,2025,February,4
04-02-2025,Manipur,201,Poor,87.9,151.6,30.2,9.2,1.12,53.6,2025,February,4
04-02-2025,Meghalaya,136,Moderate,52.8,103.6,20.6,7.3,0.66,54.1,2025,February,4
04-02-2025,Mizoram,182,Moderate,75.3,139.3,28.7,8.5,1.01,59.5,2025,February,4
04-02-2025,Nagaland,158,Moderate,64.5,121.4,23.9,7.3,0.92,53.4,2025,February,4
04-02-2025,Odisha,149,Moderate,57.3,112.6,23.1,7.8,0.9,58.8,2025,February,4
04-02-2025,Punjab,176,Moderate,71.7,135.2,30.3,8.5,1.02,57.5,2025,February,4
04-02-2025,Rajasthan,107,Moderate,49.4,82,15.3,6,0.62,64.2,2025,February,4
04-02-2025,Sikkim,149,Moderate,66.7,110.6,24.4,7.3,0.75,53.2,2025,February,4
04-02-2025,Tamil Nadu,147,Moderate,55.9,101.9,22.2,8.1,0.86,60.7,2025,February,4
04-02-2025,Telangana,118,Moderate,47,80.3,16.1,5,0.7,56.2,2025,February,4
04-02-2025,Tripura,151,Moderate,61,101,25.5,6.7,0.92,57.1,2025,February,4
04-02-2025,Uttar Pradesh,194,Moderate,81.6,131.3,28.6,10,1.08,55.5,2025,February,4
04-02-2025,Uttarakhand,153,Moderate,59.2,109.3,22.4,8.1,0.77,54.5,2025,February,4
04-02-2025,West Bengal,105,Moderate,40.7,68.8,16.5,4.5,0.6,64.9,2025,February,4
05-02-2025,Andhra Pradesh,144,Moderate,61.3,107.1,23.7,8.1,0.74,55.1,2025,February,5
05-02-2025,Arunachal Pradesh,86,Satisfactory,41.2,68.7,11.8,4.1,0.4,65.8,2025,February,5
05-02-2025,Assam,186,Moderate,74.5,134.3,27.4,9,0.97,53.3,2025,February,5
05-02-2025,Bihar,151,Moderate,58.5,98.8,25.7,7.6,0.8,56.6,2025,February,5
05-02-2025,Chhattisgarh,123,Moderate,52.1,80.5,19.3,6.6,0.6,61.6,2025,February,5
05-02-2025,Goa,144,Moderate,54.9,109.4,21.4,6.6,0.9,54.6,2025,February,5
05-02-2025,Gujarat,142,Moderate,64.6,95.8,22,7.2,0.74,61.5,2025,February,5
05-02-2025,Haryana,95,Satisfactory,42.2,69.2,12.3,4.1,0.47,64.2,2025,February,5
05-02-2025,Himachal Pradesh,164,Moderate,64.1,113.6,28.9,8.4,0.96,60.2,2025,February,5
05-02-2025,Jharkhand,182,Moderate,75.5,129.1,28.6,10,1.07,51.8,2025,February,5
05-02-2025,Karnataka,153,Moderate,68.1,103.7,23.4,6.7,0.86,55.7,2025,February,5
05-02-2025,Kerala,192,Moderate,76.1,147.1,31.8,8.8,1.13,59.3,2025,February,5
05-02-2025,Madhya Pradesh,124,Moderate,46.6,89,20.1,6.7,0.68,57.1,2025,February,5
05-02-2025,Maharashtra,181,Moderate,72.8,135.3,31.7,8.4,0.94,53.6,2025,February,5
05-02-2025,Manipur,165,Moderate,71.7,120.5,25.7,9.1,0.98,56.2,2025,February,5
05-02-2025,Meghalaya,112,Moderate,50.1,74.8,18.9,5.3,0.63,60.9,2025,February,5
05-02-2025,Mizoram,160,Moderate,68.6,124.1,27.1,7.5,0.9,60.9,2025,February,5
05-02-2025,Nagaland,160,Moderate,66.4,120.3,26.6,7.2,0.88,53.3,2025,February,5
05-02-2025,Odisha,137,Moderate,59.8,106.5,24.4,5.9,0.78,63.2,2025,February,5
05-02-2025,Punjab,203,Poor,84.8,145.4,29.9,10.2,1.11,51.8,2025,February,5
05-02-2025,Rajasthan,100,Satisfactory,46.8,63.5,17.4,4.1,0.56,66.4,2025,February,5
05-02-2025,Sikkim,179,Moderate,76.6,122.6,30.8,9.1,0.92,60,2025,February,5
05-02-2025,Tamil Nadu,128,Moderate,56.4,84,22.4,6.2,0.74,56,2025,February,5
05-02-2025,Telangana,153,Moderate,61.8,117.8,24.9,7.4,0.94,61,2025,February,5
05-02-2025,Tripura,197,Moderate,77.8,135.7,31.3,9.4,1.17,49.7,2025,February,5
05-02-2025,Uttar Pradesh,196,Moderate,88.1,140.1,33,10.5,1.12,50.6,2025,February,5
05-02-2025,Uttarakhand,131,Moderate,55,96.7,21.7,6.6,0.7,59.1,2025,February,5
05-02-2025,West Bengal,132,Moderate,60.9,96.9,20.3,6.1,0.73,61.1,2025,February,5
06-02-2025,Andhra Pradesh,191,Moderate,77.3,130.9,28.7,8.7,1.03,57.4,2025,February,6
06-02-2025,Arunachal Pradesh,96,Satisfactory,41.1,76.6,16.8,4.5,0.6,61.7,2025,February,6
06-02-2025,Assam,184,Moderate,80,132.3,27.1,9.4,0.94,54.3,2025,February,6
06-02-2025,Bihar,125,Moderate,53.3,97.5,18.9,6.7,0.7,60.2,2025,February,6
06-02-2025,Chhattisgarh,151,Moderate,65.7,115.1,25.1,7,0.77,62.2,2025,February,6
06-02-2025,Goa,133,Moderate,57.9,96.7,23.5,6.1,0.82,63.6,2025,February,6
06-02-2025,Gujarat,114,Moderate,46.2,87.1,18.7,5.1,0.72,64.6,2025,February,6
06-02-2025,Haryana,129,Moderate,56.2,95.1,19.5,7.3,0.62,62.9,2025,February,6
06-02-2025,Himachal Pradesh,196,Moderate,85.5,138.1,34.3,10.2,1.15,54.5,2025,February,6
06-02-2025,Jharkhand,169,Moderate,73.5,121.8,26.2,8.3,0.86,53.9,2025,February,6
06-02-2025,Karnataka,129,Moderate,55.2,87.1,21.3,6.2,0.69,54.9,2025,February,6
06-02-2025,Kerala,159,Moderate,67.8,119.3,25.9,7.3,0.91,60.2,2025,February,6
06-02-2025,Madhya Pradesh,119,Moderate,50.6,76.6,16.2,6.4,0.76,62.2,2025,February,6
06-02-2025,Maharashtra,181,Moderate,80,128.4,29.3,9.4,1.04,59.1,2025,February,6
06-02-2025,Manipur,158,Moderate,64.5,122.8,23.3,7.4,0.91,57.3,2025,February,6
06-02-2025,Meghalaya,151,Moderate,62.8,110.6,22,7.1,0.92,60.1,2025,February,6
06-02-2025,Mizoram,142,Moderate,54.5,102.1,22,7,0.72,53.8,2025,February,6
06-02-2025,Nagaland,183,Moderate,76.8,124.4,29.9,9.7,0.99,53.4,2025,February,6
06-02-2025,Odisha,178,Moderate,80.2,136.5,28.3,8.6,0.92,53.9,2025,February,6
06-02-2025,Punjab,199,Moderate,79.8,147.9,29.8,10.1,1.04,57,2025,February,6
06-02-2025,Rajasthan,130,Moderate,56,102.9,23.4,7.1,0.79,57.1,2025,February,6
06-02-2025,Sikkim,188,Moderate,81.5,128.2,31,10.3,1.14,52.2,2025,February,6
06-02-2025,Tamil Nadu,159,Moderate,61.2,114.4,24.9,7.3,0.79,52.3,2025,February,6
06-02-2025,Telangana,137,Moderate,57.7,104.9,22.9,7.8,0.84,55.3,2025,February,6
06-02-2025,Tripura,179,Moderate,75.4,121.6,26.9,9.5,0.95,58.2,2025,February,6
06-02-2025,Uttar Pradesh,194,Moderate,77.6,142.5,33.1,9.8,1.04,49.6,2025,February,6
06-02-2025,Uttarakhand,123,Moderate,50.8,93.6,22.2,6.8,0.74,63.9,2025,February,6
06-02-2025,West Bengal,88,Satisfactory,33.9,68,13.3,4.7,0.46,63,2025,February,6
07-02-2025,Andhra Pradesh,145,Moderate,58.4,97.6,21.1,8.1,0.9,62.8,2025,February,7
07-02-2025,Arunachal Pradesh,125,Moderate,49.8,96.4,21.7,5.7,0.65,58,2025,February,7
07-02-2025,Assam,179,Moderate,71.2,137.5,30,9.2,0.9,52.5,2025,February,7
07-02-2025,Bihar,155,Moderate,61.4,116.9,24.8,8,0.81,58.5,2025,February,7
07-02-2025,Chhattisgarh,154,Moderate,64.4,120.9,23.7,8.2,0.77,60.9,2025,February,7
07-02-2025,Goa,106,Moderate,43.6,73.4,18.6,4.8,0.55,63,2025,February,7
07-02-2025,Gujarat,133,Moderate,51.5,90.4,18.7,7.2,0.82,56.5,2025,February,7
07-02-2025,Haryana,111,Moderate,45.2,71.9,20.5,5.4,0.65,62.1,2025,February,7
07-02-2025,Himachal Pradesh,202,Poor,80.7,153.8,31.6,10.6,1.21,49.1,2025,February,7
07-02-2025,Jharkhand,176,Moderate,79.5,124.6,25.6,8.8,0.94,57.6,2025,February,7
07-02-2025,Karnataka,115,Moderate,44.6,79.2,16.9,5.2,0.58,57.8,2025,February,7
07-02-2025,Kerala,159,Moderate,66.5,105.5,23.8,8.7,0.81,61,2025,February,7
07-02-2025,Madhya Pradesh,117,Moderate,44,75.4,20.3,6,0.64,61.4,2025,February,7
07-02-2025,Maharashtra,188,Moderate,80.6,144,30.1,10,1.1,54.2,2025,February,7
07-02-2025,Manipur,157,Moderate,62.8,107.2,25.1,8.3,0.83,54.8,2025,February,7
07-02-2025,Meghalaya,148,Moderate,58.1,112.3,23,8,0.83,54.2,2025,February,7
07-02-2025,Mizoram,183,Moderate,80.3,134.6,27.9,8.9,1.02,58.9,2025,February,7
07-02-2025,Nagaland,181,Moderate,78.7,131.2,26,9,0.92,52.1,2025,February,7
07-02-2025,Odisha,136,Moderate,58,101.5,24.1,7,0.83,59.2,2025,February,7
07-02-2025,Punjab,163,Moderate,65.6,124.1,24.7,8.8,0.85,60.6,2025,February,7
07-02-2025,Rajasthan,102,Moderate,48.8,78.1,14.9,4.6,0.65,63.1,2025,February,7
07-02-2025,Sikkim,162,Moderate,68.7,118.9,25.9,8.8,0.8,55.5,2025,February,7
07-02-2025,Tamil Nadu,171,Moderate,77.5,132.1,29,8.1,0.88,51.5,2025,February,7
07-02-2025,Telangana,161,Moderate,66.9,114.7,24.6,7.9,0.97,54.9,2025,February,7
07-02-2025,Tripura,165,Moderate,69.1,123.1,23.8,8.7,0.84,54.9,2025,February,7
07-02-2025,Uttar Pradesh,209,Poor,83.1,148.6,33.7,9.6,1.22,56.8,2025,February,7
07-02-2025,Uttarakhand,136,Moderate,62.6,107,22.8,7.4,0.79,58.1,2025,February,7
07-02-2025,West Bengal,93,Satisfactory,44.2,69.4,15,5.6,0.61,58.6,2025,February,7
08-02-2025,Andhra Pradesh,150,Moderate,68.8,115,24,7.5,0.86,58.7,2025,February,8
08-02-2025,Arunachal Pradesh,107,Moderate,39.9,73,18,4.6,0.5,57,2025,February,8
08-02-2025,Assam,159,Moderate,62.7,121.5,24.3,8.5,0.94,52.5,2025,February,8
08-02-2025,Bihar,162,Moderate,63.9,125.4,25,7.8,0.82,56.5,2025,February,8
08-02-2025,Chhattisgarh,158,Moderate,64,110,23.9,8.1,0.85,57.3,2025,February,8
08-02-2025,Goa,123,Moderate,51.1,97.3,17.8,5.8,0.61,61.3,2025,February,8
08-02-2025,Gujarat,138,Moderate,59.8,105.3,21,7.6,0.71,63.4,2025,February,8
08-02-2025,Haryana,92,Satisfactory,43.8,61.3,16.4,4.4,0.49,62.4,2025,February,8
08-02-2025,Himachal Pradesh,204,Poor,80.3,151.6,33.9,11.1,1.07,58.6,2025,February,8
08-02-2025,Jharkhand,204,Poor,81.5,139.6,35.1,9.9,1.16,53.6,2025,February,8
08-02-2025,Karnataka,133,Moderate,61.5,86.7,20.1,6,0.77,60.8,2025,February,8
08-02-2025,Kerala,167,Moderate,66.3,111.8,26.8,8.8,0.97,53.3,2025,February,8
08-02-2025,Madhya Pradesh,130,Moderate,49.1,88.1,21.4,6.5,0.79,56.8,2025,February,8
08-02-2025,Maharashtra,189,Moderate,81.3,142.6,28.1,8.8,1.15,50.6,2025,February,8
08-02-2025,Manipur,191,Moderate,75.1,134.6,33.5,8.9,1,50.3,2025,February,8
08-02-2025,Meghalaya,143,Moderate,63.7,104.5,20.5,7.4,0.77,59.7,2025,February,8
08-02-2025,Mizoram,171,Moderate,72.1,127.7,29,7.8,0.92,56.4,2025,February,8
08-02-2025,Nagaland,158,Moderate,69.7,112.4,23.8,8,0.96,59.6,2025,February,8
08-02-2025,Odisha,153,Moderate,59.4,119.5,27.4,7.5,0.81,53.8,2025,February,8
08-02-2025,Punjab,159,Moderate,63.6,117.3,26.7,7,0.92,56.4,2025,February,8
08-02-2025,Rajasthan,133,Moderate,59.8,98.4,23.7,6.4,0.67,55.5,2025,February,8
08-02-2025,Sikkim,162,Moderate,64.9,126.4,24.5,8.1,0.98,56.3,2025,February,8
08-02-2025,Tamil Nadu,168,Moderate,64.6,114.6,26.8,8.7,0.85,56.5,2025,February,8
08-02-2025,Telangana,143,Moderate,61.3,95,24.9,7,0.84,62.3,2025,February,8
08-02-2025,Tripura,184,Moderate,80.2,131.1,30.8,8.5,1.07,59.2,2025,February,8
08-02-2025,Uttar Pradesh,174,Moderate,68.2,128.6,28.1,8.7,0.99,52.1,2025,February,8
08-02-2025,Uttarakhand,117,Moderate,54.8,93.7,21.7,6.5,0.62,63.8,2025,February,8
08-02-2025,West Bengal,95,Satisfactory,41.7,71,16,4.2,0.6,62.6,2025,February,8
09-02-2025,Andhra Pradesh,172,Moderate,76,125.2,25.4,8,0.97,56.7,2025,February,9
09-02-2025,Arunachal Pradesh,120,Moderate,48.4,80.2,18.6,6.6,0.6,58.5,2025,February,9
09-02-2025,Assam,182,Moderate,72.4,129.3,27.6,8.6,0.95,55.8,2025,February,9
09-02-2025,Bihar,154,Moderate,67.4,120.4,21.7,7.7,0.87,57.5,2025,February,9
09-02-2025,Chhattisgarh,130,Moderate,57.9,92.9,19.5,6,0.74,57.3,2025,February,9
09-02-2025,Goa,131,Moderate,59.7,90.1,18.2,7.1,0.75,64.1,2025,February,9
09-02-2025,Gujarat,127,Moderate,57.9,93.3,18.5,7.1,0.69,57.3,2025,February,9
09-02-2025,Haryana,120,Moderate,55.4,80.5,21.3,5.8,0.72,58.3,2025,February,9
09-02-2025,Himachal Pradesh,206,Poor,85.1,146.1,33.4,9.6,1.23,55,2025,February,9
09-02-2025,Jharkhand,169,Moderate,69.8,122.3,24.6,9.3,0.99,52.2,2025,February,9
09-02-2025,Karnataka,125,Moderate,48.1,95.7,22.1,6.8,0.72,58.3,2025,February,9
09-02-2025,Kerala,161,Moderate,68.4,112.1,24.6,7.1,0.94,59.8,2025,February,9
09-02-2025,Madhya Pradesh,126,Moderate,48.6,89.9,22.3,6,0.75,62.9,2025,February,9
09-02-2025,Maharashtra,187,Moderate,84.3,134.2,32.1,9.3,0.97,52.3,2025,February,9
09-02-2025,Manipur,181,Moderate,73.4,131.5,29.7,9.4,1.06,55.4,2025,February,9
09-02-2025,Meghalaya,140,Moderate,61.2,102.9,22.2,7.7,0.86,57.4,2025,February,9
09-02-2025,Mizoram,171,Moderate,68.7,116.4,29,8.3,0.87,53.1,2025,February,9
09-02-2025,Nagaland,198,Moderate,86.4,141.6,29.4,10.7,1.02,50.7,2025,February,9
09-02-2025,Odisha,142,Moderate,57.7,109.3,22.6,7.4,0.73,58.9,2025,February,9
09-02-2025,Punjab,198,Moderate,83.6,142.1,29.7,10.4,1.1,51.9,2025,February,9
09-02-2025,Rajasthan,99,Satisfactory,40.3,67.4,14.9,5.3,0.54,60.4,2025,February,9
09-02-2025,Sikkim,192,Moderate,86.4,139.7,30.8,9.1,1.1,50.9,2025,February,9
09-02-2025,Tamil Nadu,128,Moderate,58.3,93.6,20.2,6.4,0.74,62.1,2025,February,9
09-02-2025,Telangana,153,Moderate,60.2,107.7,24.5,7.7,0.83,54.9,2025,February,9
09-02-2025,Tripura,147,Moderate,58.1,108.4,23.4,6.9,0.73,61.6,2025,February,9
09-02-2025,Uttar Pradesh,170,Moderate,69.3,127.9,28.7,9.2,0.88,52.1,2025,February,9
09-02-2025,Uttarakhand,139,Moderate,62.1,95.6,25.1,6.4,0.86,55.4,2025,February,9
09-02-2025,West Bengal,136,Moderate,55.5,107.1,24.2,6.6,0.77,54.9,2025,February,9
10-02-2025,Andhra Pradesh,155,Moderate,65.7,104.9,25.6,7.7,0.89,53.9,2025,February,10
10-02-2025,Arunachal Pradesh,135,Moderate,53.2,100.9,21.9,7.7,0.76,56,2025,February,10
10-02-2025,Assam,191,Moderate,80,135.3,29.8,10.4,1.12,55.5,2025,February,10
10-02-2025,Bihar,128,Moderate,53.3,94.6,19.8,6.7,0.68,58.8,2025,February,10
10-02-2025,Chhattisgarh,131,Moderate,57.6,98.5,20.5,6.9,0.77,57.3,2025,February,10
10-02-2025,Goa,150,Moderate,58,104.1,25.6,7.6,0.74,59,2025,February,10
10-02-2025,Gujarat,130,Moderate,50.1,84.6,18.4,7,0.63,63.6,2025,February,10
10-02-2025,Haryana,135,Moderate,61.9,107.2,23,7.1,0.8,57.6,2025,February,10
10-02-2025,Himachal Pradesh,189,Moderate,80.5,130.7,32.5,8.5,0.97,52.4,2025,February,10
10-02-2025,Jharkhand,200,Moderate,84.5,146.5,33.8,9.7,1.08,51.3,2025,February,10
10-02-2025,Karnataka,120,Moderate,50.5,95.7,21.3,5.9,0.58,61.4,2025,February,10
10-02-2025,Kerala,172,Moderate,74.4,115.1,28,8.2,1.03,52.6,2025,February,10
10-02-2025,Madhya Pradesh,95,Satisfactory,42.5,67.7,13.1,4.5,0.43,64.4,2025,February,10
10-02-2025,Maharashtra,150,Moderate,61.8,106.9,22.8,8,0.76,54.3,2025,February,10
10-02-2025,Manipur,192,Moderate,76.6,128.4,30.1,9.4,1,49.7,2025,February,10
10-02-2025,Meghalaya,123,Moderate,47.5,96,18.2,5.7,0.72,57.8,2025,February,10
10-02-2025,Mizoram,158,Moderate,71.5,115.5,23.1,7.4,0.83,55.5,2025,February,10
10-02-2025,Nagaland,174,Moderate,79,122.2,29.8,8.7,0.92,53,2025,February,10
10-02-2025,Odisha,154,Moderate,65.1,114.2,21.8,6.9,0.85,57,2025,February,10
10-02-2025,Punjab,185,Moderate,82.3,133.1,32.3,10.1,1.06,55.2,2025,February,10
10-02-2025,Rajasthan,132,Moderate,61.4,95.7,21.1,6.5,0.65,55.8,2025,February,10
10-02-2025,Sikkim,173,Moderate,66.9,124.2,24.9,9,0.99,54.9,2025,February,10
10-02-2025,Tamil Nadu,169,Moderate,75.8,115,29.6,7.6,0.85,54.9,2025,February,10
10-02-2025,Telangana,119,Moderate,54,84.5,17.8,6,0.73,62.8,2025,February,10
10-02-2025,Tripura,188,Moderate,77.9,131.8,27.8,8.7,1.07,56.4,2025,February,10
10-02-2025,Uttar Pradesh,204,Poor,80.5,153.5,33.6,11.2,1.2,51.8,2025,February,10
10-02-2025,Uttarakhand,137,Moderate,62.1,102.2,23.5,7.3,0.81,54.4,2025,February,10
10-02-2025,West Bengal,133,Moderate,60.7,100.4,23.9,5.7,0.72,60,2025,February,10
11-02-2025,Andhra Pradesh,145,Moderate,57.4,101.4,23.6,6.6,0.8,54.9,2025,February,11
11-02-2025,Arunachal Pradesh,126,Moderate,55.3,82.7,23.2,5.4,0.77,56.2,2025,February,11
11-02-2025,Assam,162,Moderate,67.4,106.7,26.9,7.9,0.81,54.8,2025,February,11
11-02-2025,Bihar,123,Moderate,54,92.7,20.6,6.2,0.59,62.8,2025,February,11
11-02-2025,Chhattisgarh,152,Moderate,60.8,100.9,23.1,8.4,0.88,59.1,2025,February,11
11-02-2025,Goa,118,Moderate,54.6,94.4,17.4,5.6,0.75,60.9,2025,February,11
11-02-2025,Gujarat,108,Moderate,47.8,67.9,19.1,5.9,0.57,65.4,2025,February,11
11-02-2025,Haryana,113,Moderate,50.4,88.8,16,5.1,0.6,63.4,2025,February,11
11-02-2025,Himachal Pradesh,196,Moderate,87.6,148.1,31.5,10.1,1.14,50.9,2025,February,11
11-02-2025,Jharkhand,189,Moderate,75.8,140.9,28.1,9.3,1.06,51.4,2025,February,11
11-02-2025,Karnataka,129,Moderate,57.2,88.6,22.9,7.1,0.8,61,2025,February,11
11-02-2025,Kerala,185,Moderate,71.9,141.4,26.8,8.5,1.08,58.9,2025,February,11
11-02-2025,Madhya Pradesh,88,Satisfactory,33.3,62.9,14.9,4.9,0.53,61.8,2025,February,11
11-02-2025,Maharashtra,165,Moderate,73.9,111.2,28.4,8.2,0.92,57,2025,February,11
11-02-2025,Manipur,189,Moderate,78.5,128.1,31.3,10.4,0.99,57.9,2025,February,11
11-02-2025,Meghalaya,144,Moderate,55,106,22.7,6.8,0.89,61.9,2025,February,11
11-02-2025,Mizoram,170,Moderate,75.4,123,28.6,8.8,0.94,58.6,2025,February,11
11-02-2025,Nagaland,184,Moderate,81.8,124.1,27.3,8.5,1.03,51.8,2025,February,11
11-02-2025,Odisha,156,Moderate,64.4,116.7,24.9,6.9,0.82,54.9,2025,February,11
11-02-2025,Punjab,196,Moderate,84.7,136.8,31.1,10.7,1.09,57.6,2025,February,11
11-02-2025,Rajasthan,97,Satisfactory,41.5,77.2,17.3,3.9,0.53,60,2025,February,11
11-02-2025,Sikkim,159,Moderate,70.8,109,23.8,8.7,0.8,53,2025,February,11
11-02-2025,Tamil Nadu,158,Moderate,67.8,116.8,24,7.8,0.84,54.3,2025,February,11
11-02-2025,Telangana,120,Moderate,47.2,76.4,17.3,5.6,0.63,57.6,2025,February,11
11-02-2025,Tripura,183,Moderate,80.7,130.2,27.2,9.5,0.94,52.8,2025,February,11
11-02-2025,Uttar Pradesh,169,Moderate,71.6,123.6,26,7.6,0.84,58.5,2025,February,11
11-02-2025,Uttarakhand,136,Moderate,61,97.4,24.3,7.1,0.67,59.3,2025,February,11
11-02-2025,West Bengal,105,Moderate,44.9,79.6,16,5.4,0.64,64.9,2025,February,11
12-02-2025,Andhra Pradesh,151,Moderate,57.5,112.8,23.8,8.1,0.88,53.9,2025,February,12
12-02-2025,Arunachal Pradesh,106,Moderate,46.4,75.4,16.7,5.4,0.6,58.8,2025,February,12
12-02-2025,Assam,178,Moderate,72.6,130.2,27.9,9.4,1.02,55.4,2025,February,12
12-02-2025,Bihar,137,Moderate,56.2,96.7,21.4,7.7,0.82,63.8,2025,February,12
12-02-2025,Chhattisgarh,122,Moderate,50.8,95.5,17.9,5.9,0.63,57.6,2025,February,12
12-02-2025,Goa,106,Moderate,48.9,66.5,19,4.3,0.64,58.3,2025,February,12
12-02-2025,Gujarat,149,Moderate,61.7,102,24.9,8,0.88,57.4,2025,February,12
12-02-2025,Haryana,134,Moderate,52.9,101.8,19.2,7.5,0.74,56.1,2025,February,12
12-02-2025,Himachal Pradesh,195,Moderate,83.8,148,32.9,10.4,1.03,51.2,2025,February,12
12-02-2025,Jharkhand,197,Moderate,87.6,146.9,32.4,10.1,1.06,52.4,2025,February,12
12-02-2025,Karnataka,150,Moderate,68.8,106.9,25.8,7.8,0.85,56.7,2025,February,12
12-02-2025,Kerala,186,Moderate,83,134.4,31,8.6,0.97,55,2025,February,12
12-02-2025,Madhya Pradesh,116,Moderate,52.6,82.7,15.6,6.7,0.67,55.7,2025,February,12
12-02-2025,Maharashtra,176,Moderate,76.8,131.4,25.3,8.6,0.88,58,2025,February,12
12-02-2025,Manipur,170,Moderate,66.7,118,25.5,8.4,0.99,53.8,2025,February,12
12-02-2025,Meghalaya,143,Moderate,62.1,104.6,23.2,7.5,0.8,62,2025,February,12
12-02-2025,Mizoram,166,Moderate,70.8,119.2,25.9,8.3,0.88,59.1,2025,February,12
12-02-2025,Nagaland,187,Moderate,75.7,128.2,30.6,9.5,1.12,57.9,2025,February,12
12-02-2025,Odisha,157,Moderate,63.1,116.8,27,8.2,0.8,58.6,2025,February,12
12-02-2025,Punjab,168,Moderate,67.9,119,26.2,7.7,0.87,61,2025,February,12
12-02-2025,Rajasthan,136,Moderate,62.1,102.1,22.6,7.6,0.66,57.8,2025,February,12
12-02-2025,Sikkim,180,Moderate,79.2,138.9,29.8,8.8,0.98,57.8,2025,February,12
12-02-2025,Tamil Nadu,155,Moderate,62.9,120.4,27.2,8,0.85,60.8,2025,February,12
12-02-2025,Telangana,136,Moderate,59.2,105.6,20.4,6.1,0.79,61,2025,February,12
